/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_36_604.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_36_604.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_36_604.jpg,0,1,0,9.939126
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_36_685.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_36_685.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_36_685.jpg,0,1,0,10.82483
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_36_752.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_36_752.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_36_752.jpg,0,1,0,11.53807
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_36_819.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_36_819.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_36_819.jpg,0,1,0,12.40011
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_36_886.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_36_886.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_36_886.jpg,0,1,0,13.03397
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_36_969.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_36_969.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_36_969.jpg,0,1,0,13.81208
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_053.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_053.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_053.jpg,0,1,0,15.06092
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_119.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_119.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_119.jpg,-0.05,1,0,15.42524
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_203.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_203.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_203.jpg,-0.25,1,0,16.26487
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_285.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_285.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_285.jpg,-0.45,1,0,17.05189
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_354.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_354.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_354.jpg,0,1,0,17.85321
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_435.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_435.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_435.jpg,0,1,0,18.63454
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_519.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_519.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_519.jpg,0,1,0,19.45434
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_602.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_602.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_602.jpg,0,1,0,20.27846
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_669.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_669.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_669.jpg,0,1,0,20.97228
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_752.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_752.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_752.jpg,0,1,0,21.90827
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_820.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_820.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_820.jpg,0,1,0,22.54062
/home/witek/DataWorkshop/3rd_Edition/IMG/center_2019_05_15_11_08_37_902.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/left_2019_05_15_11_08_37_902.jpg,/home/witek/DataWorkshop/3rd_Edition/IMG/right_2019_05_15_11_08_37_902.jpg,0,1,0,23.31841
